calibration_id,platform_code,engine_family,displacement_l,cylinders,boost_pressure_kpa,peak_power_kw,peak_torque_nm,final_drive_ratio,fuel_map_revision,wltp_co2_g_per_km,thermal_limit_deg_c,ecu_checksum,production_release_date,propulsion_type,emissions_certification_basis,obd_standard
CAL-00001,PX55,V35H,3.5,6,128.2,248.8,754.1,3.406,FM-8.2,142,113.1,A0E9D6,2026-01-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00773,PX69,B18T,1.8,4,107.2,165.9,286.9,3.697,FM-7.3,143,106.1,F57342,2026-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00774,PX64,B18T,1.8,4,100.9,116.4,289.8,3.792,FM-9.1,140,113.6,7D9CEF,2026-02-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00775,PX36,B20T,2.0,4,173.3,163.1,409.0,3.182,FM-6.8,198,109.3,2322FD,2024-08-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00776,PX23,V50D,5.0,8,219.7,359.8,720.8,3.998,FM-4.5,234,125.8,6E757A,2025-09-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00777,PX36,V35H,3.5,6,148.0,257.8,739.8,3.627,FM-9.1,76,109.9,99E9F2,2026-01-20,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00778,PX95,V30T,3.0,6,229.4,329.3,546.2,2.938,FM-4.0,242,118.4,5F52F2,2026-04-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00779,PX98,B20T,2.0,4,110.9,160.4,414.4,3.063,FM-4.1,158,115.0,9638D3,2025-04-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00780,PX65,B20T,2.0,4,142.0,187.8,404.6,3.589,FM-5.3,162,113.8,FD372B,2025-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00781,PX98,V30T,3.0,6,129.6,286.5,488.3,3.705,FM-4.3,237,121.3,968DAE,2024-03-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00782,PX63,V50D,5.0,8,136.2,310.0,873.9,4.161,FM-10.7,282,118.5,F92414,2026-01-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00783,PX66,B18T,1.8,4,118.2,154.9,232.5,3.602,FM-13.7,140,112.9,46349C,2026-04-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00784,PX45,B18T,1.8,4,95.5,119.2,319.0,3.623,FM-7.4,153,106.8,9E3855,2025-12-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00785,PX66,V35H,3.5,6,117.4,332.5,644.4,3.343,FM-8.7,159,115.8,F7661F,2024-09-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00786,PX71,B20T,2.0,4,126.4,211.1,333.2,3.367,FM-3.3,162,115.5,52A3E8,2025-08-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00787,PX98,B20T,2.0,4,128.7,146.4,401.1,3.454,FM-12.0,133,112.3,A724CF,2024-10-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00788,PX98,V35H,3.5,6,144.7,291.1,740.2,4.014,FM-12.7,120,118.7,366FD9,2024-11-25,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00789,PX46,V35H,3.5,6,105.9,338.4,524.0,3.104,FM-3.8,47,109.6,EC317D,2025-11-12,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00790,PX23,V35H,3.5,6,136.9,225.2,675.2,3.371,FM-5.2,46,114.6,B197FA,2024-05-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00791,PX73,B18T,1.8,4,121.0,138.4,222.9,3.598,FM-8.2,132,107.3,04A29A,2026-03-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00792,PX77,V50D,5.0,8,253.7,397.2,947.0,3.562,FM-8.6,289,113.3,829C97,2025-09-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00793,PX96,V50D,5.0,8,216.4,311.2,822.0,3.607,FM-12.7,203,118.2,9BC019,2024-08-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00794,PX35,V35H,3.5,6,70.4,265.8,540.6,3.861,FM-9.5,148,111.2,1576F2,2024-01-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00795,PX62,V30T,3.0,6,177.0,306.6,502.5,3.695,FM-10.3,225,113.5,D244FC,2026-02-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00796,PX81,B18T,1.8,4,122.7,169.3,298.4,3.999,FM-11.1,171,107.1,E00A82,2026-03-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00797,PX79,V50D,5.0,8,176.7,313.4,919.8,3.691,FM-9.4,228,112.3,C4DFE1,2025-03-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00798,PX71,B20T,2.0,4,184.7,183.0,359.3,3.271,FM-9.6,125,113.1,F6C2A3,2025-07-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00799,PX96,B18T,1.8,4,170.1,164.2,275.6,3.251,FM-12.6,176,114.0,3EDD73,2024-09-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00800,PX47,B18T,1.8,4,130.8,117.6,316.0,4.058,FM-10.6,159,110.1,D085FE,2024-11-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00801,PX92,V50D,5.0,8,225.5,410.2,922.1,4.123,FM-9.2,247,121.3,D419FD,2024-12-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00802,PX68,B18T,1.8,4,172.3,147.8,267.2,3.703,FM-7.2,141,112.9,B0ADEE,2025-09-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00803,PX63,B20T,2.0,4,172.8,192.8,351.2,3.701,FM-4.4,198,112.9,21DD94,2024-02-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00804,PX59,B18T,1.8,4,172.7,171.9,278.4,3.582,FM-10.6,165,111.2,0FCD6F,2026-04-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00805,PX73,V35H,3.5,6,94.9,300.1,648.5,3.731,FM-7.5,106,115.6,BC78E0,2024-12-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00806,PX75,V35H,3.5,6,135.0,323.8,579.7,3.366,FM-10.2,47,114.6,D6E25B,2025-08-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00807,PX85,B18T,1.8,4,105.5,155.6,250.8,3.851,FM-9.5,163,106.9,4C76F8,2025-09-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00808,PX57,V35H,3.5,6,115.1,256.8,690.4,2.912,FM-9.6,79,112.0,9FF03D,2024-08-10,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00809,PX56,V35H,3.5,6,145.8,265.5,692.5,3.626,FM-5.7,134,114.5,E0DCA6,2025-08-22,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00810,PX58,B20T,2.0,4,147.2,226.2,289.8,3.701,FM-6.8,176,111.1,B924CF,2024-12-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00811,PX25,V35H,3.5,6,125.2,245.6,564.8,3.166,FM-10.2,49,110.0,37AA08,2024-10-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00812,PX30,V35H,3.5,6,101.9,355.0,608.6,2.925,FM-3.7,104,110.1,78B9B9,2025-07-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00813,PX81,B20T,2.0,4,154.1,196.7,397.3,3.930,FM-6.3,195,107.3,786243,2025-12-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00814,PX25,B20T,2.0,4,188.9,217.3,313.8,3.125,FM-7.1,144,107.2,21CC63,2025-06-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00815,PX54,V35H,3.5,6,106.3,242.7,632.4,3.284,FM-7.8,113,118.1,571786,2026-03-31,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00816,PX36,V30T,3.0,6,192.6,292.5,548.8,3.455,FM-11.1,226,117.7,801E3E,2025-09-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00817,PX93,V30T,3.0,6,193.0,275.6,570.6,3.129,FM-11.4,259,121.3,BA9625,2025-05-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00818,PX71,V30T,3.0,6,165.3,316.9,608.8,3.295,FM-8.5,202,112.3,7C2F7C,2024-12-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00819,PX55,B18T,1.8,4,144.9,159.0,240.4,4.010,FM-12.5,152,112.0,1C1CC6,2026-06-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00820,PX67,B18T,1.8,4,157.7,146.3,277.0,3.710,FM-4.6,163,111.1,98DD73,2026-02-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00821,PX38,B18T,1.8,4,157.3,110.9,224.0,3.790,FM-8.7,149,109.3,219CA5,2025-05-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00822,PX77,V50D,5.0,8,178.1,278.0,826.8,4.044,FM-6.2,238,116.5,CD1DC5,2025-02-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00823,PX87,V30T,3.0,6,124.2,295.1,634.3,3.069,FM-6.8,196,119.2,3B7914,2026-01-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00824,PX63,B18T,1.8,4,103.5,120.9,275.1,3.715,FM-8.5,138,112.6,9058B3,2026-02-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00825,PX72,V50D,5.0,8,156.2,273.7,741.5,3.874,FM-9.6,211,115.9,EE4017,2024-11-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00826,PX30,V35H,3.5,6,131.4,291.0,716.4,3.063,FM-4.7,64,109.7,0022CF,2024-06-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00827,PX28,B18T,1.8,4,178.5,128.5,261.6,4.127,FM-11.5,125,108.5,E43E02,2026-06-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00828,PX70,V30T,3.0,6,140.0,239.6,589.5,2.987,FM-10.3,221,117.5,D74846,2026-04-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00829,PX36,V50D,5.0,8,259.1,405.1,650.3,3.353,FM-11.8,195,122.1,4A359F,2026-05-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00830,PX71,V35H,3.5,6,132.6,282.2,624.7,3.387,FM-7.7,77,117.2,9FC41C,2025-09-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00831,PX45,V50D,5.0,8,156.1,389.5,812.0,4.142,FM-13.2,211,113.0,E2596A,2025-07-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00832,PX53,B20T,2.0,4,159.5,223.3,418.8,3.861,FM-8.4,201,114.9,23461E,2026-06-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00833,PX78,B20T,2.0,4,171.0,210.6,321.0,4.032,FM-10.3,168,114.9,D60707,2024-06-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00834,PX50,B18T,1.8,4,177.1,151.4,302.3,3.720,FM-11.7,134,107.8,E77141,2026-05-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00835,PX69,V30T,3.0,6,198.3,321.3,496.8,3.243,FM-8.1,260,110.2,A8D43B,2024-07-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00836,PX48,B18T,1.8,4,182.7,113.7,322.5,3.910,FM-8.6,125,109.1,4BDC2D,2025-10-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00837,PX40,B18T,1.8,4,178.7,160.6,302.2,3.441,FM-6.1,176,111.8,16E9F0,2024-10-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00838,PX74,V35H,3.5,6,106.3,307.3,713.1,3.243,FM-7.8,107,115.0,A9DD01,2024-09-26,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00839,PX70,V30T,3.0,6,181.1,304.8,515.5,3.463,FM-8.2,209,111.3,EE9C82,2026-03-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00840,PX59,V50D,5.0,8,143.0,272.6,665.5,3.515,FM-11.2,221,120.4,DD8E82,2024-11-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00841,PX23,B18T,1.8,4,110.2,133.1,320.3,3.513,FM-12.6,134,113.0,DA0744,2024-12-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00842,PX43,B18T,1.8,4,176.5,170.5,255.4,3.392,FM-4.8,164,107.7,AF1999,2025-11-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00843,PX22,B18T,1.8,4,126.1,136.5,271.3,3.891,FM-13.3,128,111.3,BDA891,2025-01-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00844,PX73,B18T,1.8,4,95.4,107.5,328.1,3.276,FM-11.2,173,108.7,E654EC,2026-05-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00845,PX68,V50D,5.0,8,238.6,401.1,875.7,4.182,FM-5.2,215,122.6,340E25,2026-02-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00846,PX39,V35H,3.5,6,157.5,366.5,621.7,4.085,FM-7.2,109,108.1,9E0D8A,2025-01-04,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00847,PX88,V30T,3.0,6,148.4,301.6,566.0,3.648,FM-13.1,187,112.6,D53ED4,2025-09-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00848,PX49,V30T,3.0,6,171.6,252.9,439.6,3.432,FM-11.4,238,121.9,9E217F,2026-07-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00849,PX77,V35H,3.5,6,115.3,380.6,747.8,4.011,FM-7.8,132,116.9,23B7C0,2024-07-18,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00850,PX42,V50D,5.0,8,251.8,365.1,921.2,4.092,FM-10.6,233,125.9,9BADA1,2024-12-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00851,PX79,V50D,5.0,8,138.7,379.9,904.0,4.258,FM-5.8,206,122.6,CB0D62,2024-05-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00852,PX85,V30T,3.0,6,132.1,322.9,645.8,3.015,FM-6.8,217,114.7,13B9B1,2025-04-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00853,PX44,V35H,3.5,6,160.7,297.0,607.8,3.366,FM-11.5,129,117.8,2796B3,2026-01-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00854,PX47,V30T,3.0,6,141.6,290.5,603.6,2.925,FM-11.4,179,119.1,279458,2026-04-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00855,PX77,V35H,3.5,6,81.5,381.4,635.9,3.323,FM-13.0,103,109.7,F82B2D,2026-05-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00856,PX71,V50D,5.0,8,132.3,427.1,736.5,3.864,FM-6.8,274,125.3,C217F3,2024-01-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00857,PX48,B20T,2.0,4,205.4,158.8,423.2,3.662,FM-3.3,185,109.7,C685A4,2024-09-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00858,PX41,V30T,3.0,6,169.7,252.6,430.2,3.304,FM-12.8,218,117.9,866572,2025-01-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00859,PX93,V50D,5.0,8,194.9,347.3,721.2,4.222,FM-11.7,217,114.5,820DE8,2024-06-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00860,PX33,V35H,3.5,6,86.0,284.6,705.0,3.788,FM-10.0,80,109.3,E8B546,2024-11-16,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00861,PX47,V30T,3.0,6,162.8,326.8,580.0,3.185,FM-11.7,252,111.4,A4DF36,2024-10-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00862,PX85,V30T,3.0,6,145.1,283.5,454.6,2.912,FM-11.1,228,110.7,0B4C93,2025-03-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00863,PX61,V50D,5.0,8,244.6,412.3,807.1,3.896,FM-7.3,212,121.2,1BABC9,2024-06-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00864,PX30,B20T,2.0,4,135.5,183.1,293.4,3.922,FM-13.5,157,108.6,0A04F4,2025-07-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00865,PX91,V35H,3.5,6,93.1,327.0,633.6,4.093,FM-6.3,76,114.6,BA90CF,2025-08-10,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00866,PX22,V50D,5.0,8,131.4,391.0,918.1,4.111,FM-12.4,271,117.4,9E6A5F,2024-11-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00867,PX97,V35H,3.5,6,121.7,321.2,637.3,3.581,FM-5.8,108,112.3,89DBA6,2024-01-04,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00868,PX93,B20T,2.0,4,100.2,202.5,343.2,3.977,FM-11.6,162,111.0,3C8EF7,2024-05-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00869,PX87,V30T,3.0,6,225.4,278.1,571.8,3.749,FM-13.6,233,120.7,9BC016,2026-03-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00870,PX86,B18T,1.8,4,116.0,162.4,266.1,3.934,FM-12.5,170,109.8,62D9C6,2024-01-31,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00871,PX66,V30T,3.0,6,152.8,237.3,637.3,3.711,FM-4.5,222,111.7,70E452,2025-03-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00872,PX41,V30T,3.0,6,164.9,332.3,495.6,3.520,FM-8.6,176,121.3,0C2875,2026-06-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00873,PX98,B18T,1.8,4,148.9,150.6,297.6,3.490,FM-10.7,167,110.7,0C0F44,2024-05-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00874,PX44,V35H,3.5,6,90.9,257.1,722.2,3.799,FM-4.0,50,116.5,61E5E2,2026-02-05,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00875,PX51,B18T,1.8,4,114.9,154.7,322.9,3.714,FM-10.3,119,108.4,F3995F,2026-02-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00876,PX49,V30T,3.0,6,149.4,347.7,600.2,3.461,FM-5.2,175,118.0,823810,2026-03-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00877,PX85,V50D,5.0,8,177.3,305.2,760.4,4.233,FM-9.8,250,121.8,146E46,2024-07-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00878,PX28,V30T,3.0,6,159.5,265.3,612.8,3.634,FM-6.7,215,117.9,8CC476,2024-07-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00879,PX40,B18T,1.8,4,151.6,168.4,229.3,3.330,FM-12.8,166,110.3,DB7834,2025-09-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00880,PX60,B18T,1.8,4,104.3,161.0,256.6,3.876,FM-4.7,160,106.1,75B968,2026-02-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00881,PX48,V35H,3.5,6,155.1,282.2,592.1,2.902,FM-10.7,104,115.2,851F60,2025-06-13,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00882,PX69,V35H,3.5,6,154.3,362.1,519.3,3.451,FM-8.0,49,116.5,86105C,2026-06-23,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00883,PX58,B18T,1.8,4,110.0,141.0,314.1,3.413,FM-6.6,154,107.4,186FB2,2024-11-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00884,PX30,V30T,3.0,6,121.1,322.7,504.1,3.720,FM-12.4,184,119.3,41CAE9,2026-02-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00885,PX26,V35H,3.5,6,106.7,279.1,630.7,3.505,FM-13.4,115,111.1,D57596,2026-06-04,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00886,PX30,V50D,5.0,8,137.7,328.7,945.9,4.063,FM-8.2,199,118.7,2F12C6,2024-04-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00887,PX40,V30T,3.0,6,193.2,252.0,576.3,3.037,FM-7.2,210,121.2,735AE5,2026-05-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00888,PX39,B18T,1.8,4,145.6,106.1,269.9,3.905,FM-11.2,161,113.0,575A6C,2026-07-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00889,PX90,V35H,3.5,6,109.0,266.3,714.2,3.281,FM-10.1,55,113.4,D75471,2025-07-31,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00890,PX87,V30T,3.0,6,222.5,239.8,613.4,3.491,FM-4.6,230,120.5,0B32B9,2024-01-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00891,PX79,V30T,3.0,6,126.2,274.9,564.0,3.245,FM-13.3,246,110.4,221F85,2026-05-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
